date,province,city,confirmed
2019-12-01,湖北省,武汉,1
2019-12-02,湖北省,武汉,1
2019-12-03,湖北省,武汉,1
2019-12-04,湖北省,武汉,1
2019-12-05,湖北省,武汉,1
2019-12-06,湖北省,武汉,1
2019-12-07,湖北省,武汉,1
2019-12-08,湖北省,武汉,1
2019-12-09,湖北省,武汉,1
2019-12-10,湖北省,武汉,1
2019-12-11,湖北省,武汉,4
2019-12-12,湖北省,武汉,4
2019-12-13,湖北省,武汉,4
2019-12-14,湖北省,武汉,4
2019-12-15,湖北省,武汉,6
2019-12-16,湖北省,武汉,6
2019-12-17,湖北省,武汉,7
2019-12-18,湖北省,武汉,8
2019-12-19,湖北省,武汉,9
2019-12-20,湖北省,武汉,14
2019-12-21,湖北省,武汉,18
2019-12-22,湖北省,武汉,21
2019-12-23,湖北省,武汉,29
2019-12-24,湖北省,武汉,30
2019-12-25,湖北省,武汉,33
2019-12-26,湖北省,武汉,35
2019-12-27,湖北省,武汉,37
2019-12-28,湖北省,武汉,37
2019-12-29,湖北省,武汉,37
2019-12-30,湖北省,武汉,37
2019-12-31,湖北省,武汉,40
2020-01-01,湖北省,武汉,43
2020-01-02,湖北省,武汉,44
2020-01-03,湖北省,武汉,41
2020-01-04,湖北省,武汉,41
2020-01-05,湖北省,武汉,41
2020-01-06,湖北省,武汉,41
2020-01-07,湖北省,武汉,41
2020-01-08,湖北省,武汉,41
2020-01-09,湖北省,武汉,41
2020-01-10,湖北省,武汉,41
2020-01-11,湖北省,武汉,41
2020-01-12,湖北省,武汉,41
2020-01-13,湖北省,武汉,41
2020-01-14,湖北省,武汉,41
2020-01-15,湖北省,武汉,41
2020-01-16,湖北省,武汉,45
2020-01-17,湖北省,武汉,62
2020-01-18,湖北省,武汉,121
2020-01-19,湖北省,武汉,198
2020-01-19,广东省,深圳,1
2020-01-20,上海市,外地来沪,1
2020-01-21,北京市,武汉来京,1
2020-01-21,北京市,西城,1
2020-01-21,北京市,丰台,1
2020-01-21,北京市,海淀,2
2020-01-21,北京市,通州,1
2020-01-21,北京市,昌平,2
2020-01-21,北京市,大兴,2
2020-01-21,黑龙江省,牡丹江,0
2020-01-21,浙江省,杭州,1
2020-01-21,浙江省,温州,2
2020-01-21,浙江省,舟山,1
2020-01-21,浙江省,台州,1
2020-01-21,安徽省,合肥,0
2020-01-21,江西省,萍乡,1
2020-01-21,江西省,抚州,1
2020-01-21,山东省,青岛,1
2020-01-21,河南省,郑州,1
2020-01-21,湖南省,长沙,1
2020-01-21,广东省,广州,2
2020-01-21,广东省,韶关,2
2020-01-21,广东省,深圳,14
2020-01-21,广东省,珠海,4
2020-01-21,广东省,佛山,1
2020-01-21,广东省,湛江,2
2020-01-21,广东省,惠州,1
2020-01-21,重庆市,万州,2
2020-01-21,重庆市,长寿,1
2020-01-21,重庆市,巫山,2
2020-01-21,四川省,成都,1
2020-01-21,四川省,绵阳,0
2020-01-21,四川省,广安,1
2020-01-21,贵州省,贵阳,0
2020-01-22,北京市,武汉来京,2
2020-01-22,北京市,西城,2
2020-01-22,北京市,朝阳,1
2020-01-22,北京市,丰台,1
2020-01-22,北京市,石景山,1
2020-01-22,北京市,海淀,2
2020-01-22,北京市,通州,1
2020-01-22,北京市,昌平,2
2020-01-22,北京市,大兴,2
2020-01-22,河北省,石家庄,1
2020-01-22,山西省,太原,1
2020-01-22,辽宁省,沈阳,1
2020-01-22,辽宁省,大连,1
2020-01-22,吉林省,长春,1
2020-01-22,黑龙江省,牡丹江,1
2020-01-22,江苏省,苏州,1
2020-01-22,浙江省,杭州,1
2020-01-22,浙江省,宁波,3
2020-01-22,浙江省,温州,4
2020-01-22,浙江省,舟山,1
2020-01-22,浙江省,台州,1
2020-01-22,安徽省,合肥,1
2020-01-22,安徽省,六安,0
2020-01-22,福建省,福州,1
2020-01-22,江西省,南昌,1
2020-01-22,江西省,萍乡,1
2020-01-22,江西省,抚州,1
2020-01-22,山东省,青岛,3
2020-01-22,山东省,威海,1
2020-01-22,山东省,临沂,2
2020-01-22,河南省,郑州,2
2020-01-22,河南省,巩义,1
2020-01-22,河南省,洛阳,1
2020-01-22,河南省,三门峡,1
2020-01-22,湖南省,长沙,1
2020-01-22,湖南省,怀化,3
2020-01-22,广东省,广州,5
2020-01-22,广东省,韶关,2
2020-01-22,广东省,深圳,15
2020-01-22,广东省,珠海,4
2020-01-22,广东省,佛山,1
2020-01-22,广东省,湛江,2
2020-01-22,广东省,肇庆,1
2020-01-22,广东省,惠州,1
2020-01-22,广东省,中山,1
2020-01-22,广西壮族自治区,柳州,0
2020-01-22,广西壮族自治区,梧州,1
2020-01-22,广西壮族自治区,北海,1
2020-01-22,海南省,海口,1
2020-01-22,海南省,三亚,2
2020-01-22,海南省,儋州,0
2020-01-22,海南省,五指山,0
2020-01-22,海南省,琼海,0
2020-01-22,海南省,文昌,0
2020-01-22,海南省,万宁,1
2020-01-22,海南省,东方,0
2020-01-22,海南省,临高,1
2020-01-22,海南省,昌江黎族自治,0
2020-01-22,海南省,琼中黎族苗族自治,0
2020-01-22,重庆市,万州,2
2020-01-22,重庆市,涪陵,1
2020-01-22,重庆市,长寿,1
2020-01-22,重庆市,永川,2
2020-01-22,重庆市,垫江,1
2020-01-22,重庆市,巫山,2
2020-01-22,四川省,成都,2
2020-01-22,四川省,绵阳,2
2020-01-22,四川省,广安,1
2020-01-22,贵州省,贵阳,1
2020-01-22,贵州省,铜仁,1
2020-01-22,贵州省,黔南布依族苗族自治州,1
2020-01-22,陕西省,西安,2
2020-01-22,陕西省,咸阳,1
2020-01-22,陕西省,延安,1
2020-01-22,宁夏回族自治区,银川,1
2020-01-23,北京市,外地来京,6
2020-01-23,北京市,西城,3
2020-01-23,北京市,朝阳,2
2020-01-23,北京市,丰台,1
2020-01-23,北京市,石景山,1
2020-01-23,北京市,海淀,3
2020-01-23,北京市,通州,2
2020-01-23,北京市,昌平,2
2020-01-23,北京市,大兴,2
2020-01-23,河北省,石家庄,1
2020-01-23,河北省,沧州,1
2020-01-23,山西省,太原,1
2020-01-23,内蒙古自治区,呼伦贝尔,1
2020-01-23,内蒙古自治区,锡林郭勒盟,0
2020-01-23,辽宁省,沈阳,2
2020-01-23,辽宁省,大连,1
2020-01-23,辽宁省,朝阳,1
2020-01-23,吉林省,长春,1
2020-01-23,吉林省,吉林,1
2020-01-23,吉林省,松原,1
2020-01-23,黑龙江省,哈尔滨,1
2020-01-23,黑龙江省,大庆,1
2020-01-23,黑龙江省,牡丹江,1
2020-01-23,黑龙江省,绥化,1
2020-01-23,江苏省,南京,3
2020-01-23,江苏省,无锡,1
2020-01-23,江苏省,苏州,2
2020-01-23,江苏省,南通,1
2020-01-23,江苏省,连云港,1
2020-01-23,江苏省,扬州,1
2020-01-23,浙江省,杭州,6
2020-01-23,浙江省,宁波,5
2020-01-23,浙江省,温州,1
2020-01-23,浙江省,嘉兴,1
2020-01-23,浙江省,绍兴,1
2020-01-23,浙江省,金华,1
2020-01-23,浙江省,衢州,2
2020-01-23,浙江省,舟山,1
2020-01-23,浙江省,台州,4
2020-01-23,安徽省,合肥,6
2020-01-23,安徽省,蚌埠,1
2020-01-23,安徽省,安庆,1
2020-01-23,安徽省,滁州,1
2020-01-23,安徽省,阜阳,2
2020-01-23,安徽省,六安,2
2020-01-23,安徽省,亳州,1
2020-01-23,安徽省,池州,1
2020-01-23,福建省,福州,1
2020-01-23,福建省,厦门,1
2020-01-23,福建省,泉州,1
2020-01-23,福建省,宁德,1
2020-01-23,江西省,南昌,2
2020-01-23,江西省,萍乡,1
2020-01-23,江西省,九江,1
2020-01-23,江西省,新余,1
2020-01-23,江西省,吉安,1
2020-01-23,江西省,抚州,1
2020-01-23,山东省,青岛,3
2020-01-23,山东省,潍坊,1
2020-01-23,山东省,威海,2
2020-01-23,山东省,日照,1
2020-01-23,山东省,临沂,2
2020-01-23,河南省,郑州,3
2020-01-23,河南省,巩义,2
2020-01-23,河南省,洛阳,1
2020-01-23,河南省,三门峡,1
2020-01-23,河南省,信阳,1
2020-01-23,河南省,周口,1
2020-01-23,湖北省,武汉,495
2020-01-23,湖北省,十堰,1
2020-01-23,湖北省,宜昌,1
2020-01-23,湖北省,荆门,8
2020-01-23,湖北省,孝感,22
2020-01-23,湖北省,荆州,8
2020-01-23,湖北省,黄冈,12
2020-01-23,湖北省,仙桃,2
2020-01-23,湖南省,长沙,8
2020-01-23,湖南省,株洲,1
2020-01-23,湖南省,湘潭,1
2020-01-23,湖南省,岳阳,3
2020-01-23,湖南省,郴州,1
2020-01-23,湖南省,永州,4
2020-01-23,湖南省,怀化,3
2020-01-23,湖南省,娄底,3
2020-01-23,广东省,广州,7
2020-01-23,广东省,韶关,3
2020-01-23,广东省,深圳,15
2020-01-23,广东省,珠海,8
2020-01-23,广东省,佛山,6
2020-01-23,广东省,湛江,2
2020-01-23,广东省,肇庆,1
2020-01-23,广东省,惠州,5
2020-01-23,广东省,阳江,3
2020-01-23,广东省,清远,1
2020-01-23,广东省,中山,2
2020-01-23,广西壮族自治区,柳州,2
2020-01-23,广西壮族自治区,桂林,2
2020-01-23,广西壮族自治区,梧州,1
2020-01-23,广西壮族自治区,北海,6
2020-01-23,广西壮族自治区,百色,1
2020-01-23,广西壮族自治区,河池,1
2020-01-23,海南省,海口,3
2020-01-23,海南省,三亚,2
2020-01-23,海南省,万宁,2
2020-01-23,海南省,临高,1
2020-01-23,重庆市,两江新,1
2020-01-23,重庆市,万州,3
2020-01-23,重庆市,涪陵,1
2020-01-23,重庆市,大渡口,1
2020-01-23,重庆市,九龙坡,2
2020-01-23,重庆市,渝北,2
2020-01-23,重庆市,长寿,3
2020-01-23,重庆市,永川,2
2020-01-23,重庆市,开州,2
2020-01-23,重庆市,垫江,2
2020-01-23,重庆市,忠,1
2020-01-23,重庆市,云阳,1
2020-01-23,重庆市,奉节,1
2020-01-23,重庆市,巫山,3
2020-01-23,重庆市,巫溪,1
2020-01-23,重庆市,秀山土家族苗族自治,1
2020-01-23,四川省,成都,7
2020-01-23,四川省,德阳,1
2020-01-23,四川省,绵阳,2
2020-01-23,四川省,遂宁,1
2020-01-23,四川省,广安,2
2020-01-23,四川省,达州,1
2020-01-23,四川省,雅安,1
2020-01-23,贵州省,贵阳,1
2020-01-23,贵州省,铜仁,1
2020-01-23,贵州省,黔南布依族苗族自治州,1
2020-01-23,云南省,昆明,2
2020-01-23,陕西省,西安,2
2020-01-23,陕西省,咸阳,1
2020-01-23,陕西省,延安,1
2020-01-23,陕西省,安康,1
2020-01-23,甘肃省,兰州,1
2020-01-23,甘肃省,白银,0
2020-01-23,宁夏回族自治区,银川,1
2020-01-23,宁夏回族自治区,中卫,1
2020-01-23,新疆维吾尔自治区,乌鲁木齐,2
2020-01-24,北京市,外地来京,10
2020-01-24,北京市,西城,4
2020-01-24,北京市,朝阳,5
2020-01-24,北京市,丰台,2
2020-01-24,北京市,石景山,1
2020-01-24,北京市,海淀,6
2020-01-24,北京市,通州,2
2020-01-24,北京市,顺义,1
2020-01-24,北京市,昌平,3
2020-01-24,北京市,大兴,2
2020-01-24,河北省,石家庄,4
2020-01-24,河北省,保定,1
2020-01-24,河北省,承德,1
2020-01-24,河北省,沧州,2
2020-01-24,山西省,太原,2
2020-01-24,山西省,大同,1
2020-01-24,山西省,长治,1
2020-01-24,山西省,运城,2
2020-01-24,内蒙古自治区,赤峰,0
2020-01-24,内蒙古自治区,鄂尔多斯,0
2020-01-24,内蒙古自治区,呼伦贝尔,1
2020-01-24,内蒙古自治区,锡林郭勒盟,1
2020-01-24,辽宁省,沈阳,3
2020-01-24,辽宁省,大连,2
2020-01-24,辽宁省,本溪,1
2020-01-24,辽宁省,铁岭,2
2020-01-24,辽宁省,朝阳,2
2020-01-24,辽宁省,葫芦岛,2
2020-01-24,吉林省,长春,1
2020-01-24,吉林省,吉林,2
2020-01-24,吉林省,松原,1
2020-01-24,黑龙江省,哈尔滨,6
2020-01-24,黑龙江省,大庆,1
2020-01-24,黑龙江省,牡丹江,1
2020-01-24,黑龙江省,绥化,1
2020-01-24,江苏省,南京,4
2020-01-24,江苏省,无锡,1
2020-01-24,江苏省,常州,5
2020-01-24,江苏省,苏州,3
2020-01-24,江苏省,南通,1
2020-01-24,江苏省,连云港,1
2020-01-24,江苏省,盐城,1
2020-01-24,江苏省,扬州,1
2020-01-24,江苏省,宿迁,1
2020-01-24,浙江省,杭州,12
2020-01-24,浙江省,宁波,6
2020-01-24,浙江省,温州,10
2020-01-24,浙江省,嘉兴,4
2020-01-24,浙江省,绍兴,4
2020-01-24,浙江省,金华,2
2020-01-24,浙江省,衢州,2
2020-01-24,浙江省,舟山,2
2020-01-24,浙江省,台州,20
2020-01-24,安徽省,合肥,10
2020-01-24,安徽省,芜湖,1
2020-01-24,安徽省,蚌埠,1
2020-01-24,安徽省,马鞍山,4
2020-01-24,安徽省,铜陵,3
2020-01-24,安徽省,安庆,4
2020-01-24,安徽省,滁州,2
2020-01-24,安徽省,阜阳,7
2020-01-24,安徽省,六安,2
2020-01-24,安徽省,亳州,4
2020-01-24,安徽省,池州,1
2020-01-24,福建省,福州,5
2020-01-24,福建省,厦门,3
2020-01-24,福建省,三明,0
2020-01-24,福建省,泉州,1
2020-01-24,福建省,漳州,0
2020-01-24,福建省,宁德,1
2020-01-24,江西省,南昌,3
2020-01-24,江西省,景德镇,1
2020-01-24,江西省,萍乡,1
2020-01-24,江西省,九江,2
2020-01-24,江西省,新余,1
2020-01-24,江西省,赣州,2
2020-01-24,江西省,吉安,1
2020-01-24,江西省,宜春,1
2020-01-24,江西省,抚州,4
2020-01-24,江西省,上饶,2
2020-01-24,山东省,济南,2
2020-01-24,山东省,青岛,4
2020-01-24,山东省,烟台,2
2020-01-24,山东省,潍坊,1
2020-01-24,山东省,济宁,2
2020-01-24,山东省,威海,3
2020-01-24,山东省,日照,2
2020-01-24,山东省,临沂,3
2020-01-24,山东省,德州,1
2020-01-24,山东省,聊城,1
2020-01-24,山东省,滨州,0
2020-01-24,山东省,菏泽,0
2020-01-24,河南省,郑州,6
2020-01-24,河南省,巩义,2
2020-01-24,河南省,洛阳,1
2020-01-24,河南省,平顶山,1
2020-01-24,河南省,新乡,1
2020-01-24,河南省,三门峡,1
2020-01-24,河南省,南阳,8
2020-01-24,河南省,信阳,5
2020-01-24,河南省,固始,1
2020-01-24,河南省,周口,4
2020-01-24,河南省,驻马店,2
2020-01-24,湖北省,武汉,572
2020-01-24,湖北省,十堰,5
2020-01-24,湖北省,宜昌,1
2020-01-24,湖北省,鄂州,1
2020-01-24,湖北省,荆门,21
2020-01-24,湖北省,孝感,26
2020-01-24,湖北省,荆州,10
2020-01-24,湖北省,黄冈,64
2020-01-24,湖北省,随州,5
2020-01-24,湖北省,恩施土家族苗族自治州,11
2020-01-24,湖北省,仙桃,10
2020-01-24,湖北省,天门,3
2020-01-24,湖南省,长沙,8
2020-01-24,湖南省,株洲,1
2020-01-24,湖南省,湘潭,2
2020-01-24,湖南省,衡阳,3
2020-01-24,湖南省,邵阳,2
2020-01-24,湖南省,岳阳,5
2020-01-24,湖南省,常德,3
2020-01-24,湖南省,益阳,4
2020-01-24,湖南省,郴州,1
2020-01-24,湖南省,永州,4
2020-01-24,湖南省,怀化,5
2020-01-24,湖南省,娄底,5
2020-01-24,广东省,广州,14
2020-01-24,广东省,韶关,3
2020-01-24,广东省,深圳,20
2020-01-24,广东省,珠海,10
2020-01-24,广东省,汕头,1
2020-01-24,广东省,佛山,9
2020-01-24,广东省,湛江,2
2020-01-24,广东省,肇庆,2
2020-01-24,广东省,惠州,7
2020-01-24,广东省,阳江,5
2020-01-24,广东省,清远,2
2020-01-24,广东省,东莞,1
2020-01-24,广东省,中山,2
2020-01-24,广西壮族自治区,柳州,3
2020-01-24,广西壮族自治区,桂林,6
2020-01-24,广西壮族自治区,梧州,1
2020-01-24,广西壮族自治区,北海,6
2020-01-24,广西壮族自治区,防城港,2
2020-01-24,广西壮族自治区,玉林,1
2020-01-24,广西壮族自治区,百色,1
2020-01-24,广西壮族自治区,河池,3
2020-01-24,海南省,海口,3
2020-01-24,海南省,三亚,5
2020-01-24,海南省,儋州,3
2020-01-24,海南省,万宁,5
2020-01-24,海南省,临高,1
2020-01-24,重庆市,两江新,3
2020-01-24,重庆市,万州,10
2020-01-24,重庆市,涪陵,1
2020-01-24,重庆市,大渡口,2
2020-01-24,重庆市,九龙坡,3
2020-01-24,重庆市,渝北,2
2020-01-24,重庆市,长寿,5
2020-01-24,重庆市,合川,2
2020-01-24,重庆市,永川,3
2020-01-24,重庆市,璧山,2
2020-01-24,重庆市,开州,4
2020-01-24,重庆市,梁平,1
2020-01-24,重庆市,城口,1
2020-01-24,重庆市,丰都,1
2020-01-24,重庆市,垫江,2
2020-01-24,重庆市,忠,3
2020-01-24,重庆市,云阳,2
2020-01-24,重庆市,奉节,1
2020-01-24,重庆市,巫山,3
2020-01-24,重庆市,巫溪,2
2020-01-24,重庆市,石柱土家族自治,3
2020-01-24,重庆市,秀山土家族苗族自治,1
2020-01-24,四川省,成都,16
2020-01-24,四川省,自贡,1
2020-01-24,四川省,泸州,1
2020-01-24,四川省,德阳,1
2020-01-24,四川省,绵阳,2
2020-01-24,四川省,遂宁,2
2020-01-24,四川省,内江,1
2020-01-24,四川省,广安,2
2020-01-24,四川省,达州,1
2020-01-24,四川省,雅安,1
2020-01-24,贵州省,贵阳,1
2020-01-24,贵州省,铜仁,2
2020-01-24,贵州省,黔南布依族苗族自治州,1
2020-01-24,云南省,昆明,3
2020-01-24,云南省,丽江,1
2020-01-24,云南省,西双版纳傣族自治州,1
2020-01-24,青海省,西宁,0
2020-01-24,宁夏回族自治区,银川,1
2020-01-24,宁夏回族自治区,固原,1
2020-01-24,宁夏回族自治区,中卫,1
2020-01-24,新疆维吾尔自治区,乌鲁木齐,3
2020-01-25,北京市,外地来京,11
2020-01-25,北京市,西城,4
2020-01-25,北京市,朝阳,6
2020-01-25,北京市,丰台,2
2020-01-25,北京市,石景山,1
2020-01-25,北京市,海淀,8
2020-01-25,北京市,通州,3
2020-01-25,北京市,顺义,1
2020-01-25,北京市,昌平,3
2020-01-25,北京市,大兴,2
2020-01-25,天津市,外地来津,1
2020-01-25,天津市,和平,1
2020-01-25,天津市,河东,3
2020-01-25,天津市,南开,1
2020-01-25,天津市,河北,2
2020-01-25,天津市,西青,1
2020-01-25,天津市,滨海新,1
2020-01-25,河北省,石家庄,5
2020-01-25,河北省,邯郸,2
2020-01-25,河北省,保定,3
2020-01-25,河北省,承德,1
2020-01-25,河北省,沧州,2
2020-01-25,山西省,太原,2
2020-01-25,山西省,大同,1
2020-01-25,山西省,阳泉,1
2020-01-25,山西省,长治,1
2020-01-25,山西省,晋中,2
2020-01-25,山西省,运城,2
2020-01-25,内蒙古自治区,赤峰,1
2020-01-25,内蒙古自治区,鄂尔多斯,2
2020-01-25,内蒙古自治区,呼伦贝尔,2
2020-01-25,内蒙古自治区,锡林郭勒盟,2
2020-01-25,辽宁省,沈阳,5
2020-01-25,辽宁省,大连,4
2020-01-25,辽宁省,本溪,1
2020-01-25,辽宁省,铁岭,2
2020-01-25,辽宁省,朝阳,2
2020-01-25,辽宁省,葫芦岛,2
2020-01-25,吉林省,长春,1
2020-01-25,吉林省,吉林,2
2020-01-25,吉林省,松原,1
2020-01-25,黑龙江省,哈尔滨,8
2020-01-25,黑龙江省,齐齐哈尔,1
2020-01-25,黑龙江省,大庆,3
2020-01-25,黑龙江省,牡丹江,1
2020-01-25,黑龙江省,绥化,2
2020-01-25,江苏省,南京,7
2020-01-25,江苏省,无锡,2
2020-01-25,江苏省,常州,5
2020-01-25,江苏省,苏州,7
2020-01-25,江苏省,南通,2
2020-01-25,江苏省,连云港,3
2020-01-25,江苏省,淮安,1
2020-01-25,江苏省,盐城,1
2020-01-25,江苏省,扬州,1
2020-01-25,江苏省,泰州,1
2020-01-25,江苏省,宿迁,1
2020-01-25,浙江省,杭州,27
2020-01-25,浙江省,宁波,13
2020-01-25,浙江省,温州,18
2020-01-25,浙江省,嘉兴,8
2020-01-25,浙江省,湖州,1
2020-01-25,浙江省,绍兴,5
2020-01-25,浙江省,金华,3
2020-01-25,浙江省,衢州,3
2020-01-25,浙江省,舟山,2
2020-01-25,浙江省,台州,21
2020-01-25,浙江省,丽水,3
2020-01-25,安徽省,合肥,13
2020-01-25,安徽省,芜湖,3
2020-01-25,安徽省,蚌埠,1
2020-01-25,安徽省,淮南,1
2020-01-25,安徽省,马鞍山,7
2020-01-25,安徽省,淮北,1
2020-01-25,安徽省,铜陵,3
2020-01-25,安徽省,安庆,5
2020-01-25,安徽省,黄山,1
2020-01-25,安徽省,滁州,2
2020-01-25,安徽省,阜阳,10
2020-01-25,安徽省,宿州,2
2020-01-25,安徽省,六安,3
2020-01-25,安徽省,亳州,6
2020-01-25,安徽省,池州,1
2020-01-25,安徽省,宣城,1
2020-01-25,福建省,福州,6
2020-01-25,福建省,厦门,3
2020-01-25,福建省,三明,1
2020-01-25,福建省,泉州,3
2020-01-25,福建省,漳州,3
2020-01-25,福建省,宁德,2
2020-01-25,江西省,南昌,4
2020-01-25,江西省,景德镇,1
2020-01-25,江西省,萍乡,2
2020-01-25,江西省,九江,2
2020-01-25,江西省,新余,1
2020-01-25,江西省,赣州,7
2020-01-25,江西省,吉安,2
2020-01-25,江西省,宜春,5
2020-01-25,江西省,抚州,6
2020-01-25,江西省,上饶,6
2020-01-25,山东省,济南,3
2020-01-25,山东省,青岛,6
2020-01-25,山东省,淄博,1
2020-01-25,山东省,烟台,2
2020-01-25,山东省,潍坊,2
2020-01-25,山东省,济宁,4
2020-01-25,山东省,威海,4
2020-01-25,山东省,日照,4
2020-01-25,山东省,临沂,7
2020-01-25,山东省,德州,3
2020-01-25,山东省,聊城,1
2020-01-25,山东省,滨州,1
2020-01-25,山东省,菏泽,1
2020-01-25,河南省,郑州,20
2020-01-25,河南省,洛阳,1
2020-01-25,河南省,平顶山,2
2020-01-25,河南省,安阳,3
2020-01-25,河南省,新乡,3
2020-01-25,河南省,漯河,3
2020-01-25,河南省,三门峡,2
2020-01-25,河南省,南阳,15
2020-01-25,河南省,信阳,22
2020-01-25,河南省,周口,5
2020-01-25,河南省,驻马店,7
2020-01-25,湖北省,武汉,618
2020-01-25,湖北省,黄石,31
2020-01-25,湖北省,十堰,20
2020-01-25,湖北省,宜昌,20
2020-01-25,湖北省,襄阳,2
2020-01-25,湖北省,鄂州,1
2020-01-25,湖北省,荆门,38
2020-01-25,湖北省,孝感,55
2020-01-25,湖北省,荆州,33
2020-01-25,湖北省,黄冈,122
2020-01-25,湖北省,咸宁,43
2020-01-25,湖北省,随州,36
2020-01-25,湖北省,恩施土家族苗族自治州,17
2020-01-25,湖北省,仙桃,11
2020-01-25,湖北省,天门,5
2020-01-25,湖南省,长沙,18
2020-01-25,湖南省,株洲,3
2020-01-25,湖南省,湘潭,3
2020-01-25,湖南省,衡阳,3
2020-01-25,湖南省,邵阳,2
2020-01-25,湖南省,岳阳,6
2020-01-25,湖南省,常德,7
2020-01-25,湖南省,益阳,4
2020-01-25,湖南省,郴州,3
2020-01-25,湖南省,永州,4
2020-01-25,湖南省,怀化,8
2020-01-25,湖南省,娄底,5
2020-01-25,湖南省,湘西土家族苗族自治州,3
2020-01-25,广东省,广州,14
2020-01-25,广东省,韶关,3
2020-01-25,广东省,深圳,27
2020-01-25,广东省,珠海,10
2020-01-25,广东省,汕头,2
2020-01-25,广东省,佛山,10
2020-01-25,广东省,湛江,4
2020-01-25,广东省,肇庆,4
2020-01-25,广东省,惠州,8
2020-01-25,广东省,阳江,6
2020-01-25,广东省,清远,3
2020-01-25,广东省,东莞,2
2020-01-25,广东省,中山,2
2020-01-25,广东省,揭阳,3
2020-01-25,广西壮族自治区,南宁,1
2020-01-25,广西壮族自治区,柳州,4
2020-01-25,广西壮族自治区,桂林,11
2020-01-25,广西壮族自治区,梧州,2
2020-01-25,广西壮族自治区,北海,7
2020-01-25,广西壮族自治区,防城港,2
2020-01-25,广西壮族自治区,玉林,1
2020-01-25,广西壮族自治区,百色,2
2020-01-25,广西壮族自治区,河池,3
2020-01-25,海南省,海口,3
2020-01-25,海南省,三亚,8
2020-01-25,海南省,儋州,3
2020-01-25,海南省,万宁,5
2020-01-25,海南省,澄迈,1
2020-01-25,海南省,临高,1
2020-01-25,海南省,陵水黎族自治,1
2020-01-25,重庆市,两江新,3
2020-01-25,重庆市,万州,13
2020-01-25,重庆市,涪陵,1
2020-01-25,重庆市,大渡口,4
2020-01-25,重庆市,江北,2
2020-01-25,重庆市,九龙坡,3
2020-01-25,重庆市,大足,1
2020-01-25,重庆市,渝北,4
2020-01-25,重庆市,长寿,5
2020-01-25,重庆市,合川,2
2020-01-25,重庆市,永川,3
2020-01-25,重庆市,璧山,2
2020-01-25,重庆市,铜梁,1
2020-01-25,重庆市,开州,4
2020-01-25,重庆市,梁平,1
2020-01-25,重庆市,城口,1
2020-01-25,重庆市,丰都,1
2020-01-25,重庆市,垫江,2
2020-01-25,重庆市,忠,5
2020-01-25,重庆市,云阳,4
2020-01-25,重庆市,奉节,3
2020-01-25,重庆市,巫山,3
2020-01-25,重庆市,巫溪,3
2020-01-25,重庆市,石柱土家族自治,3
2020-01-25,重庆市,秀山土家族苗族自治,1
2020-01-25,四川省,成都,22
2020-01-25,四川省,自贡,1
2020-01-25,四川省,泸州,2
2020-01-25,四川省,德阳,1
2020-01-25,四川省,绵阳,5
2020-01-25,四川省,遂宁,2
2020-01-25,四川省,内江,1
2020-01-25,四川省,乐山,1
2020-01-25,四川省,峨眉山,1
2020-01-25,四川省,南充,2
2020-01-25,四川省,广安,2
2020-01-25,四川省,达州,1
2020-01-25,四川省,雅安,1
2020-01-25,四川省,甘孜藏族自治州,2
2020-01-25,贵州省,贵阳,1
2020-01-25,贵州省,铜仁,2
2020-01-25,贵州省,黔西南布依族苗族自治州,1
2020-01-25,贵州省,黔南布依族苗族自治州,1
2020-01-25,云南省,昆明,4
2020-01-25,云南省,曲靖,1
2020-01-25,云南省,玉溪,1
2020-01-25,云南省,丽江,2
2020-01-25,云南省,红河哈尼族彝族自治州,1
2020-01-25,云南省,西双版纳傣族自治州,1
2020-01-25,云南省,大理白族自治州,1
2020-01-25,甘肃省,兰州,4
2020-01-25,甘肃省,白银,1
2020-01-25,甘肃省,定西,1
2020-01-25,甘肃省,临夏回族自治州,1
2020-01-25,青海省,西宁,1
2020-01-25,宁夏回族自治区,银川,2
2020-01-25,宁夏回族自治区,固原,1
2020-01-25,宁夏回族自治区,中卫,1
2020-01-25,新疆维吾尔自治区,乌鲁木齐,3
2020-01-25,新疆维吾尔自治区,伊犁哈萨克自治州,1
2020-01-26,北京市,外地来京,12
2020-01-26,北京市,东城,1
2020-01-26,北京市,西城,5
2020-01-26,北京市,朝阳,11
2020-01-26,北京市,丰台,4
2020-01-26,北京市,石景山,2
2020-01-26,北京市,海淀,16
2020-01-26,北京市,通州,6
2020-01-26,北京市,顺义,1
2020-01-26,北京市,昌平,7
2020-01-26,北京市,大兴,3
2020-01-26,天津市,外地来津,2
2020-01-26,天津市,和平,1
2020-01-26,天津市,河东,2
2020-01-26,天津市,南开,2
2020-01-26,天津市,河北,5
2020-01-26,天津市,西青,1
2020-01-26,天津市,滨海新,1
2020-01-26,河北省,石家庄,7
2020-01-26,河北省,邯郸,2
2020-01-26,河北省,邢台,1
2020-01-26,河北省,保定,3
2020-01-26,河北省,承德,1
2020-01-26,河北省,沧州,2
2020-01-26,河北省,廊坊,2
2020-01-26,河北省,衡水,0
2020-01-26,山西省,太原,2
2020-01-26,山西省,大同,1
2020-01-26,山西省,阳泉,1
2020-01-26,山西省,长治,1
2020-01-26,山西省,朔州,2
