date,province,city,confirmed
2020-01-29,河南省,许昌,3
2020-01-29,河南省,漯河,11
2020-01-29,河南省,三门峡,5
2020-01-29,河南省,南阳,51
2020-01-29,河南省,商丘,18
2020-01-29,河南省,信阳,42
2020-01-29,河南省,周口,25
2020-01-29,河南省,驻马店,25
2020-01-29,湖北省,武汉,2261
2020-01-29,湖北省,黄石,113
2020-01-29,湖北省,十堰,119
2020-01-29,湖北省,宜昌,117
2020-01-29,湖北省,襄阳,163
2020-01-29,湖北省,鄂州,123
2020-01-29,湖北省,荆门,191
2020-01-29,湖北省,孝感,399
2020-01-29,湖北省,荆州,151
2020-01-29,湖北省,黄冈,496
2020-01-29,湖北省,咸宁,130
2020-01-29,湖北省,随州,143
2020-01-29,湖北省,恩施土家族苗族自治州,66
2020-01-29,湖北省,仙桃,55
2020-01-29,湖北省,潜江,10
2020-01-29,湖北省,天门,44
2020-01-29,湖北省,神农架林,5
2020-01-29,湖南省,长沙,57
2020-01-29,湖南省,株洲,18
2020-01-29,湖南省,湘潭,9
2020-01-29,湖南省,衡阳,20
2020-01-29,湖南省,邵阳,29
2020-01-29,湖南省,岳阳,29
2020-01-29,湖南省,常德,30
2020-01-29,湖南省,张家界,1
2020-01-29,湖南省,益阳,17
2020-01-29,湖南省,郴州,10
2020-01-29,湖南省,永州,14
2020-01-29,湖南省,怀化,23
2020-01-29,湖南省,娄底,16
2020-01-29,湖南省,湘西土家族苗族自治州,4
2020-01-29,广东省,广州,79
2020-01-29,广东省,韶关,4
2020-01-29,广东省,深圳,86
2020-01-29,广东省,珠海,18
2020-01-29,广东省,汕头,12
2020-01-29,广东省,佛山,25
2020-01-29,广东省,江门,1
2020-01-29,广东省,湛江,9
2020-01-29,广东省,茂名,3
2020-01-29,广东省,肇庆,5
2020-01-29,广东省,惠州,17
2020-01-29,广东省,梅州,5
2020-01-29,广东省,汕尾,1
2020-01-29,广东省,河源,1
2020-01-29,广东省,阳江,10
2020-01-29,广东省,清远,6
2020-01-29,广东省,东莞,7
2020-01-29,广东省,中山,16
2020-01-29,广东省,揭阳,6
2020-01-29,广西壮族自治区,南宁,15
2020-01-29,广西壮族自治区,柳州,10
2020-01-29,广西壮族自治区,桂林,18
2020-01-29,广西壮族自治区,梧州,4
2020-01-29,广西壮族自治区,北海,15
2020-01-29,广西壮族自治区,防城港,5
2020-01-29,广西壮族自治区,钦州,1
2020-01-29,广西壮族自治区,玉林,2
2020-01-29,广西壮族自治区,百色,2
2020-01-29,广西壮族自治区,贺州,1
2020-01-29,广西壮族自治区,河池,5
2020-01-29,海南省,海口,9
2020-01-29,海南省,三亚,14
2020-01-29,海南省,儋州,5
2020-01-29,海南省,琼海,3
2020-01-29,海南省,万宁,8
2020-01-29,海南省,东方,1
2020-01-29,海南省,澄迈,2
2020-01-29,海南省,临高,1
2020-01-29,海南省,陵水黎族自治,2
2020-01-29,海南省,琼中黎族苗族自治,1
2020-01-29,重庆市,两江新,8
2020-01-29,重庆市,万州,24
2020-01-29,重庆市,涪陵,1
2020-01-29,重庆市,渝中,2
2020-01-29,重庆市,大渡口,6
2020-01-29,重庆市,江北,6
2020-01-29,重庆市,九龙坡,5
2020-01-29,重庆市,南岸,2
2020-01-29,重庆市,綦江,4
2020-01-29,重庆市,大足,2
2020-01-29,重庆市,渝北,7
2020-01-29,重庆市,巴南,1
2020-01-29,重庆市,黔江,1
2020-01-29,重庆市,长寿,7
2020-01-29,重庆市,江津,3
2020-01-29,重庆市,合川,6
2020-01-29,重庆市,永川,3
2020-01-29,重庆市,璧山,4
2020-01-29,重庆市,铜梁,2
2020-01-29,重庆市,潼南,2
2020-01-29,重庆市,开州,13
2020-01-29,重庆市,梁平,1
2020-01-29,重庆市,武隆,1
2020-01-29,重庆市,城口,1
2020-01-29,重庆市,丰都,3
2020-01-29,重庆市,垫江,5
2020-01-29,重庆市,忠,11
2020-01-29,重庆市,云阳,12
2020-01-29,重庆市,奉节,4
2020-01-29,重庆市,巫山,5
2020-01-29,重庆市,巫溪,5
2020-01-29,重庆市,石柱土家族自治,7
2020-01-29,重庆市,秀山土家族苗族自治,1
2020-01-29,四川省,成都,59
2020-01-29,四川省,自贡,7
2020-01-29,四川省,泸州,5
2020-01-29,四川省,德阳,3
2020-01-29,四川省,绵阳,9
2020-01-29,四川省,广元,3
2020-01-29,四川省,遂宁,4
2020-01-29,四川省,内江,4
2020-01-29,四川省,乐山,2
2020-01-29,四川省,峨眉山,2
2020-01-29,四川省,南充,9
2020-01-29,四川省,宜宾,5
2020-01-29,四川省,广安,9
2020-01-29,四川省,达州,6
2020-01-29,四川省,雅安,2
2020-01-29,四川省,巴中,4
2020-01-29,四川省,资阳,2
2020-01-29,四川省,甘孜藏族自治州,5
2020-01-29,四川省,凉山彝族自治州,2
2020-01-29,贵州省,贵阳,1
2020-01-29,贵州省,六盘水,1
2020-01-29,贵州省,遵义,1
2020-01-29,贵州省,毕节,1
2020-01-29,贵州省,铜仁,2
2020-01-29,贵州省,黔西南布依族苗族自治州,1
2020-01-29,贵州省,黔东南苗族侗族自治州,1
2020-01-29,贵州省,黔南布依族苗族自治州,4
2020-01-29,云南省,昆明,21
2020-01-29,云南省,曲靖,5
2020-01-29,云南省,玉溪,6
2020-01-29,云南省,保山,5
2020-01-29,云南省,昭通,4
2020-01-29,云南省,丽江,6
2020-01-29,云南省,普洱,3
2020-01-29,云南省,红河哈尼族彝族自治州,4
2020-01-29,云南省,西双版纳傣族自治州,10
2020-01-29,云南省,大理白族自治州,4
2020-01-29,云南省,德宏傣族景颇族自治州,2
2020-01-29,西藏自治区,拉萨,1
2020-01-29,陕西省,西安,22
2020-01-29,陕西省,铜川,5
2020-01-29,陕西省,宝鸡,4
2020-01-29,陕西省,咸阳,5
2020-01-29,陕西省,渭南,4
2020-01-29,陕西省,韩城,1
2020-01-29,陕西省,延安,3
2020-01-29,陕西省,汉中,6
2020-01-29,陕西省,榆林,1
2020-01-29,陕西省,安康,10
2020-01-29,陕西省,商洛,2
2020-01-29,甘肃省,兰州,14
2020-01-29,甘肃省,金昌,1
2020-01-29,甘肃省,白银,1
2020-01-29,甘肃省,天水,2
2020-01-29,甘肃省,张掖,2
2020-01-29,甘肃省,平凉,1
2020-01-29,甘肃省,定西,2
2020-01-29,甘肃省,陇南,1
2020-01-29,甘肃省,临夏回族自治州,2
2020-01-29,青海省,西宁,6
2020-01-29,宁夏回族自治区,宁东,1
2020-01-29,宁夏回族自治区,银川,9
2020-01-29,宁夏回族自治区,吴忠,5
2020-01-29,宁夏回族自治区,固原,1
2020-01-29,宁夏回族自治区,中卫,1
2020-01-29,新疆维吾尔自治区,第七师,1
2020-01-29,新疆维吾尔自治区,第八师石河子,1
2020-01-29,新疆维吾尔自治区,乌鲁木齐,7
2020-01-29,新疆维吾尔自治区,吐鲁番,1
2020-01-29,新疆维吾尔自治区,伊犁哈萨克自治州,4
2020-01-30,北京市,外地来京,11
2020-01-30,北京市,东城,3
2020-01-30,北京市,西城,13
2020-01-30,北京市,朝阳,22
2020-01-30,北京市,丰台,11
2020-01-30,北京市,石景山,2
2020-01-30,北京市,海淀,26
2020-01-30,北京市,门头沟,1
2020-01-30,北京市,通州,12
2020-01-30,北京市,顺义,2
2020-01-30,北京市,昌平,12
2020-01-30,北京市,大兴,16
2020-01-30,北京市,怀柔,1
2020-01-30,天津市,外地来津,4
2020-01-30,天津市,和平,3
2020-01-30,天津市,河东,5
2020-01-30,天津市,河西,3
2020-01-30,天津市,南开,2
2020-01-30,天津市,河北,8
2020-01-30,天津市,红桥,2
2020-01-30,天津市,西青,2
2020-01-30,天津市,滨海新,2
2020-01-30,河北省,石家庄,11
2020-01-30,河北省,唐山,7
2020-01-30,河北省,秦皇岛,0
2020-01-30,河北省,邯郸,7
2020-01-30,河北省,邢台,7
2020-01-30,河北省,保定,11
2020-01-30,河北省,定州,0
2020-01-30,河北省,张家口,6
2020-01-30,河北省,承德,2
2020-01-30,河北省,沧州,18
2020-01-30,河北省,廊坊,9
2020-01-30,河北省,衡水,4
2020-01-30,山西省,太原,4
2020-01-30,山西省,大同,5
2020-01-30,山西省,阳泉,1
2020-01-30,山西省,长治,3
2020-01-30,山西省,朔州,3
2020-01-30,山西省,晋中,9
2020-01-30,山西省,运城,8
2020-01-30,山西省,临汾,1
2020-01-30,山西省,吕梁,5
2020-01-30,内蒙古自治区,兴安盟乌兰浩特,1
2020-01-30,内蒙古自治区,呼和浩特,2
2020-01-30,内蒙古自治区,包头,3
2020-01-30,内蒙古自治区,赤峰,2
2020-01-30,内蒙古自治区,通辽,1
2020-01-30,内蒙古自治区,鄂尔多斯,3
2020-01-30,内蒙古自治区,呼伦贝尔,2
2020-01-30,内蒙古自治区,巴彦淖尔,2
2020-01-30,内蒙古自治区,乌兰察布,2
2020-01-30,内蒙古自治区,兴安盟,1
2020-01-30,内蒙古自治区,锡林郭勒盟,2
2020-01-30,辽宁省,沈阳,10
2020-01-30,辽宁省,大连,7
2020-01-30,辽宁省,本溪,3
2020-01-30,辽宁省,丹东,5
2020-01-30,辽宁省,锦州,4
2020-01-30,辽宁省,营口,1
2020-01-30,辽宁省,辽阳,1
2020-01-30,辽宁省,盘锦,3
2020-01-30,辽宁省,铁岭,2
2020-01-30,辽宁省,朝阳,5
2020-01-30,辽宁省,葫芦岛,4
2020-01-30,吉林省,长春,4
2020-01-30,吉林省,吉林,3
2020-01-30,吉林省,四平,1
2020-01-30,吉林省,公主岭,1
2020-01-30,吉林省,通化,1
2020-01-30,吉林省,松原,2
2020-01-30,吉林省,延边朝鲜族自治州,2
2020-01-30,黑龙江省,哈尔滨,18
2020-01-30,黑龙江省,齐齐哈尔,3
2020-01-30,黑龙江省,鸡西,2
2020-01-30,黑龙江省,鹤岗,1
2020-01-30,黑龙江省,双鸭山,1
2020-01-30,黑龙江省,大庆,7
2020-01-30,黑龙江省,佳木斯,8
2020-01-30,黑龙江省,七台河,3
2020-01-30,黑龙江省,牡丹江,2
2020-01-30,黑龙江省,绥化,12
2020-01-30,黑龙江省,大兴安岭地,2
2020-01-30,上海市,外地来沪,58
2020-01-30,上海市,黄浦,4
2020-01-30,上海市,徐汇,5
2020-01-30,上海市,长宁,6
2020-01-30,上海市,静安,8
2020-01-30,上海市,虹口,4
2020-01-30,上海市,杨浦,1
2020-01-30,上海市,闵行,5
2020-01-30,上海市,宝山,2
2020-01-30,上海市,嘉定,2
2020-01-30,上海市,浦东新,22
2020-01-30,上海市,金山,1
2020-01-30,上海市,松江,3
2020-01-30,上海市,青浦,2
2020-01-30,上海市,奉贤,5
2020-01-30,江苏省,南京,25
2020-01-30,江苏省,无锡,12
2020-01-30,江苏省,徐州,20
2020-01-30,江苏省,常州,13
2020-01-30,江苏省,苏州,32
2020-01-30,江苏省,南通,10
2020-01-30,江苏省,连云港,9
2020-01-30,江苏省,淮安,10
2020-01-30,江苏省,盐城,8
2020-01-30,江苏省,扬州,8
2020-01-30,江苏省,镇江,2
2020-01-30,江苏省,泰州,12
2020-01-30,江苏省,宿迁,7
2020-01-30,浙江省,杭州,85
2020-01-30,浙江省,宁波,46
2020-01-30,浙江省,温州,227
2020-01-30,浙江省,嘉兴,16
2020-01-30,浙江省,湖州,6
2020-01-30,浙江省,绍兴,23
2020-01-30,浙江省,金华,27
2020-01-30,浙江省,衢州,12
2020-01-30,浙江省,舟山,7
2020-01-30,浙江省,台州,81
2020-01-30,浙江省,丽水,7
2020-01-30,安徽省,合肥,50
2020-01-30,安徽省,芜湖,14
2020-01-30,安徽省,蚌埠,15
2020-01-30,安徽省,淮南,6
2020-01-30,安徽省,马鞍山,14
2020-01-30,安徽省,淮北,2
2020-01-30,安徽省,铜陵,14
2020-01-30,安徽省,安庆,18
2020-01-30,安徽省,宿松,6
2020-01-30,安徽省,黄山,9
2020-01-30,安徽省,滁州,4
2020-01-30,安徽省,阜阳,38
2020-01-30,安徽省,宿州,10
2020-01-30,安徽省,六安,9
2020-01-30,安徽省,亳州,20
2020-01-30,安徽省,池州,4
2020-01-30,安徽省,宣城,4
2020-01-30,福建省,福州,32
2020-01-30,福建省,平潭,0
2020-01-30,福建省,厦门,13
2020-01-30,福建省,莆田,22
2020-01-30,福建省,三明,10
2020-01-30,福建省,泉州,22
2020-01-30,福建省,漳州,8
2020-01-30,福建省,南平,3
2020-01-30,福建省,龙岩,1
2020-01-30,福建省,宁德,9
2020-01-30,江西省,南昌,67
2020-01-30,江西省,景德镇,3
2020-01-30,江西省,萍乡,8
2020-01-30,江西省,九江,42
2020-01-30,江西省,新余,28
2020-01-30,江西省,鹰潭,4
2020-01-30,江西省,赣州,27
2020-01-30,江西省,吉安,8
2020-01-30,江西省,宜春,26
2020-01-30,江西省,抚州,15
2020-01-30,江西省,上饶,12
2020-01-30,山东省,济南,16
2020-01-30,山东省,青岛,21
2020-01-30,山东省,淄博,8
2020-01-30,山东省,枣庄,9
2020-01-30,山东省,烟台,18
2020-01-30,山东省,潍坊,8
2020-01-30,山东省,济宁,8
2020-01-30,山东省,泰安,3
2020-01-30,山东省,威海,19
2020-01-30,山东省,日照,9
2020-01-30,山东省,临沂,20
2020-01-30,山东省,德州,16
2020-01-30,山东省,聊城,7
2020-01-30,山东省,滨州,9
2020-01-30,山东省,菏泽,7
2020-01-30,河南省,长垣,2
2020-01-30,河南省,郑州,50
2020-01-30,河南省,开封,6
2020-01-30,河南省,洛阳,3
2020-01-30,河南省,平顶山,10
2020-01-30,河南省,安阳,20
2020-01-30,河南省,滑,1
2020-01-30,河南省,鹤壁,6
2020-01-30,河南省,新乡,15
2020-01-30,河南省,长垣,1
2020-01-30,河南省,焦作,2
2020-01-30,河南省,濮阳,3
2020-01-30,河南省,许昌,8
2020-01-30,河南省,漯河,13
2020-01-30,河南省,三门峡,6
2020-01-30,河南省,南阳,61
2020-01-30,河南省,商丘,27
2020-01-30,河南省,永城,4
2020-01-30,河南省,信阳,49
2020-01-30,河南省,周口,36
2020-01-30,河南省,驻马店,30
2020-01-30,湖北省,武汉,2639
2020-01-30,湖北省,黄石,168
2020-01-30,湖北省,十堰,150
2020-01-30,湖北省,宜昌,167
2020-01-30,湖北省,襄阳,286
2020-01-30,湖北省,鄂州,189
2020-01-30,湖北省,荆门,227
2020-01-30,湖北省,孝感,541
2020-01-30,湖北省,荆州,221
2020-01-30,湖北省,黄冈,573
2020-01-30,湖北省,咸宁,166
2020-01-30,湖北省,随州,228
2020-01-30,湖北省,恩施土家族苗族自治州,75
2020-01-30,湖北省,仙桃,90
2020-01-30,湖北省,潜江,12
2020-01-30,湖北省,天门,67
2020-01-30,湖北省,神农架林,7
2020-01-30,湖南省,长沙,68
2020-01-30,湖南省,株洲,19
2020-01-30,湖南省,湘潭,10
2020-01-30,湖南省,衡阳,25
2020-01-30,湖南省,邵阳,36
2020-01-30,湖南省,岳阳,37
2020-01-30,湖南省,常德,37
2020-01-30,湖南省,张家界,1
2020-01-30,湖南省,益阳,20
2020-01-30,湖南省,郴州,12
2020-01-30,湖南省,永州,16
2020-01-30,湖南省,怀化,26
2020-01-30,湖南省,娄底,20
2020-01-30,湖南省,湘西土家族苗族自治州,5
2020-01-30,广东省,广州,106
2020-01-30,广东省,韶关,4
2020-01-30,广东省,深圳,110
2020-01-30,广东省,珠海,26
2020-01-30,广东省,汕头,12
2020-01-30,广东省,佛山,32
2020-01-30,广东省,江门,1
2020-01-30,广东省,湛江,11
2020-01-30,广东省,茂名,3
2020-01-30,广东省,肇庆,6
2020-01-30,广东省,惠州,17
2020-01-30,广东省,梅州,5
2020-01-30,广东省,汕尾,3
2020-01-30,广东省,河源,1
2020-01-30,广东省,阳江,10
2020-01-30,广东省,清远,6
2020-01-30,广东省,东莞,16
2020-01-30,广东省,中山,18
2020-01-30,广东省,揭阳,6
2020-01-30,广西壮族自治区,南宁,16
2020-01-30,广西壮族自治区,柳州,11
2020-01-30,广西壮族自治区,桂林,18
2020-01-30,广西壮族自治区,梧州,4
2020-01-30,广西壮族自治区,北海,17
2020-01-30,广西壮族自治区,防城港,7
2020-01-30,广西壮族自治区,钦州,1
2020-01-30,广西壮族自治区,玉林,4
2020-01-30,广西壮族自治区,百色,2
2020-01-30,广西壮族自治区,贺州,1
2020-01-30,广西壮族自治区,河池,6
2020-01-30,海南省,海口,9
2020-01-30,海南省,三亚,14
2020-01-30,海南省,儋州,5
2020-01-30,海南省,琼海,4
2020-01-30,海南省,万宁,8
2020-01-30,海南省,东方,1
2020-01-30,海南省,定安,1
2020-01-30,海南省,澄迈,2
2020-01-30,海南省,临高,1
2020-01-30,海南省,昌江黎族自治,1
2020-01-30,海南省,陵水黎族自治,2
2020-01-30,海南省,琼中黎族苗族自治,1
2020-01-30,重庆市,两江新,9
2020-01-30,重庆市,万州,28
2020-01-30,重庆市,涪陵,1
2020-01-30,重庆市,渝中,5
2020-01-30,重庆市,大渡口,6
2020-01-30,重庆市,江北,8
2020-01-30,重庆市,九龙坡,8
2020-01-30,重庆市,南岸,3
2020-01-30,重庆市,綦江,4
2020-01-30,重庆市,大足,4
2020-01-30,重庆市,渝北,10
2020-01-30,重庆市,巴南,1
2020-01-30,重庆市,黔江,2
2020-01-30,重庆市,长寿,8
2020-01-30,重庆市,江津,3
2020-01-30,重庆市,合川,6
2020-01-30,重庆市,永川,3
2020-01-30,重庆市,璧山,6
2020-01-30,重庆市,铜梁,2
2020-01-30,重庆市,潼南,2
2020-01-30,重庆市,荣昌,1
2020-01-30,重庆市,开州,16
2020-01-30,重庆市,梁平,2
2020-01-30,重庆市,武隆,1
2020-01-30,重庆市,城口,1
2020-01-30,重庆市,丰都,3
2020-01-30,重庆市,垫江,8
2020-01-30,重庆市,忠,12
2020-01-30,重庆市,云阳,15
2020-01-30,重庆市,奉节,5
2020-01-30,重庆市,巫山,6
2020-01-30,重庆市,巫溪,9
2020-01-30,重庆市,石柱土家族自治,7
2020-01-30,重庆市,秀山土家族苗族自治,1
2020-01-30,四川省,成都,69
2020-01-30,四川省,自贡,9
2020-01-30,四川省,攀枝花,1
2020-01-30,四川省,泸州,5
2020-01-30,四川省,德阳,7
2020-01-30,四川省,绵阳,11
2020-01-30,四川省,广元,2
2020-01-30,四川省,遂宁,5
2020-01-30,四川省,内江,6
2020-01-30,四川省,乐山,2
2020-01-30,四川省,峨眉山,2
2020-01-30,四川省,南充,11
2020-01-30,四川省,宜宾,7
2020-01-30,四川省,广安,13
2020-01-30,四川省,达州,8
2020-01-30,四川省,雅安,3
2020-01-30,四川省,巴中,5
2020-01-30,四川省,资阳,2
2020-01-30,四川省,阿坝藏族羌族自治州,1
2020-01-30,四川省,甘孜藏族自治州,5
2020-01-30,四川省,凉山彝族自治州,3
2020-01-30,贵州省,贵阳,1
2020-01-30,贵州省,六盘水,4
2020-01-30,贵州省,遵义,1
2020-01-30,贵州省,毕节,1
2020-01-30,贵州省,铜仁,2
2020-01-30,贵州省,黔西南布依族苗族自治州,1
2020-01-30,贵州省,黔东南苗族侗族自治州,1
2020-01-30,贵州省,黔南布依族苗族自治州,4
2020-01-30,云南省,昆明,24
2020-01-30,云南省,曲靖,5
2020-01-30,云南省,玉溪,6
2020-01-30,云南省,保山,6
2020-01-30,云南省,昭通,4
2020-01-30,云南省,丽江,6
2020-01-30,云南省,普洱,4
2020-01-30,云南省,红河哈尼族彝族自治州,4
2020-01-30,云南省,西双版纳傣族自治州,12
2020-01-30,云南省,大理白族自治州,6
2020-01-30,云南省,德宏傣族景颇族自治州,3
2020-01-30,西藏自治区,拉萨,1
2020-01-30,陕西省,西安,32
2020-01-30,陕西省,铜川,5
2020-01-30,陕西省,宝鸡,4
2020-01-30,陕西省,咸阳,6
2020-01-30,陕西省,渭南,5
2020-01-30,陕西省,韩城,1
2020-01-30,陕西省,延安,7
2020-01-30,陕西省,汉中,11
2020-01-30,陕西省,榆林,1
2020-01-30,陕西省,安康,13
2020-01-30,陕西省,商洛,2
2020-01-30,甘肃省,兰州,15
2020-01-30,甘肃省,金昌,1
2020-01-30,甘肃省,白银,1
2020-01-30,甘肃省,天水,2
2020-01-30,甘肃省,张掖,2
2020-01-30,甘肃省,平凉,1
2020-01-30,甘肃省,定西,2
2020-01-30,甘肃省,陇南,3
2020-01-30,甘肃省,临夏回族自治州,2
2020-01-30,青海省,西宁,8
2020-01-30,宁夏回族自治区,宁东,1
2020-01-30,宁夏回族自治区,银川,11
2020-01-30,宁夏回族自治区,吴忠,5
2020-01-30,宁夏回族自治区,固原,2
2020-01-30,宁夏回族自治区,中卫,2
2020-01-30,新疆维吾尔自治区,第七师,1
2020-01-30,新疆维吾尔自治区,第八师石河子,1
2020-01-30,新疆维吾尔自治区,乌鲁木齐,8
2020-01-30,新疆维吾尔自治区,吐鲁番,1
2020-01-30,新疆维吾尔自治区,阿克苏地,1
2020-01-30,新疆维吾尔自治区,伊犁哈萨克自治州,5
2020-01-30,台湾省,台湾,9
2020-01-30,香港特别行政区,待确认,10
2020-01-30,澳门特别行政区,待确认,7
2020-01-31,北京市,外地来京,11
2020-01-31,北京市,东城,3
2020-01-31,北京市,西城,17
2020-01-31,北京市,朝阳,27
2020-01-31,北京市,丰台,12
2020-01-31,北京市,石景山,3
2020-01-31,北京市,海淀,35
2020-01-31,北京市,门头沟,1
2020-01-31,北京市,通州,13
2020-01-31,北京市,顺义,2
2020-01-31,北京市,昌平,12
2020-01-31,北京市,大兴,19
2020-01-31,北京市,怀柔,1
2020-01-31,天津市,外地来津,4
2020-01-31,天津市,和平,3
2020-01-31,天津市,河东,5
2020-01-31,天津市,河西,3
2020-01-31,天津市,南开,2
2020-01-31,天津市,河北,8
2020-01-31,天津市,红桥,2
2020-01-31,天津市,西青,2
2020-01-31,天津市,滨海新,2
2020-01-31,天津市,宁河,1
2020-01-31,河北省,石家庄,12
2020-01-31,河北省,唐山,8
2020-01-31,河北省,秦皇岛,1
2020-01-31,河北省,邯郸,10
2020-01-31,河北省,邢台,10
2020-01-31,河北省,保定,11
2020-01-31,河北省,定州,0
2020-01-31,河北省,张家口,8
2020-01-31,河北省,承德,2
2020-01-31,河北省,沧州,19
2020-01-31,河北省,廊坊,11
2020-01-31,河北省,衡水,4
2020-01-31,山西省,太原,4
2020-01-31,山西省,大同,6
2020-01-31,山西省,阳泉,1
2020-01-31,山西省,长治,3
2020-01-31,山西省,晋城,2
2020-01-31,山西省,朔州,3
2020-01-31,山西省,晋中,11
2020-01-31,山西省,运城,10
2020-01-31,山西省,忻州,1
2020-01-31,山西省,临汾,1
2020-01-31,山西省,吕梁,5
2020-01-31,内蒙古自治区,兴安盟乌兰浩特,1
2020-01-31,内蒙古自治区,呼和浩特,2
2020-01-31,内蒙古自治区,包头,3
2020-01-31,内蒙古自治区,乌海,0
2020-01-31,内蒙古自治区,赤峰,2
2020-01-31,内蒙古自治区,通辽,1
2020-01-31,内蒙古自治区,鄂尔多斯,5
2020-01-31,内蒙古自治区,呼伦贝尔,2
2020-01-31,内蒙古自治区,巴彦淖尔,3
2020-01-31,内蒙古自治区,乌兰察布,2
2020-01-31,内蒙古自治区,兴安盟,1
2020-01-31,内蒙古自治区,锡林郭勒盟,2
2020-01-31,辽宁省,沈阳,13
2020-01-31,辽宁省,大连,8
2020-01-31,辽宁省,鞍山,1
2020-01-31,辽宁省,本溪,3
2020-01-31,辽宁省,丹东,5
2020-01-31,辽宁省,锦州,7
2020-01-31,辽宁省,营口,1
2020-01-31,辽宁省,阜新,1
2020-01-31,辽宁省,辽阳,1
2020-01-31,辽宁省,盘锦,7
2020-01-31,辽宁省,铁岭,2
2020-01-31,辽宁省,朝阳,6
2020-01-31,辽宁省,葫芦岛,5
2020-01-31,吉林省,长春,6
2020-01-31,吉林省,吉林,3
2020-01-31,吉林省,四平,1
2020-01-31,吉林省,公主岭,1
2020-01-31,吉林省,通化,1
2020-01-31,吉林省,松原,2
2020-01-31,吉林省,延边朝鲜族自治州,2
2020-01-31,黑龙江省,哈尔滨,25
2020-01-31,黑龙江省,齐齐哈尔,3
2020-01-31,黑龙江省,鸡西,4
2020-01-31,黑龙江省,鹤岗,1
2020-01-31,黑龙江省,双鸭山,2
2020-01-31,黑龙江省,大庆,8
2020-01-31,黑龙江省,佳木斯,11
2020-01-31,黑龙江省,七台河,5
2020-01-31,黑龙江省,牡丹江,6
2020-01-31,黑龙江省,绥化,13
2020-01-31,黑龙江省,大兴安岭地,2
2020-01-31,上海市,外地来沪,68
2020-01-31,上海市,黄浦,5
2020-01-31,上海市,徐汇,5
2020-01-31,上海市,长宁,6
2020-01-31,上海市,静安,8
2020-01-31,上海市,普陀,2
2020-01-31,上海市,虹口,5
2020-01-31,上海市,杨浦,2
2020-01-31,上海市,闵行,7
2020-01-31,上海市,宝山,5
2020-01-31,上海市,嘉定,2
2020-01-31,上海市,浦东新,27
2020-01-31,上海市,金山,1
2020-01-31,上海市,松江,3
2020-01-31,上海市,青浦,2
2020-01-31,上海市,奉贤,5
2020-01-31,江苏省,南京,28
2020-01-31,江苏省,无锡,13
2020-01-31,江苏省,徐州,23
2020-01-31,江苏省,常州,14
2020-01-31,江苏省,苏州,34
2020-01-31,江苏省,南通,12
2020-01-31,江苏省,连云港,13
2020-01-31,江苏省,淮安,12
2020-01-31,江苏省,盐城,13
2020-01-31,江苏省,扬州,13
2020-01-31,江苏省,镇江,2
2020-01-31,江苏省,泰州,17
2020-01-31,江苏省,宿迁,8
2020-01-31,浙江省,杭州,69
2020-01-31,浙江省,宁波,41
2020-01-31,浙江省,温州,172
2020-01-31,浙江省,嘉兴,16
2020-01-31,浙江省,湖州,5
2020-01-31,浙江省,绍兴,19
2020-01-31,浙江省,金华,20
2020-01-31,浙江省,衢州,10
2020-01-31,浙江省,舟山,6
2020-01-31,浙江省,台州,64
2020-01-31,浙江省,丽水,6
2020-01-31,安徽省,合肥,59
2020-01-31,安徽省,芜湖,15
2020-01-31,安徽省,蚌埠,16
2020-01-31,安徽省,淮南,6
2020-01-31,安徽省,马鞍山,22
2020-01-31,安徽省,淮北,6
2020-01-31,安徽省,铜陵,16
2020-01-31,安徽省,安庆,37
2020-01-31,安徽省,宿松,6
2020-01-31,安徽省,黄山,9
2020-01-31,安徽省,滁州,6
2020-01-31,安徽省,阜阳,47
2020-01-31,安徽省,宿州,12
2020-01-31,安徽省,六安,13
2020-01-31,安徽省,亳州,25
2020-01-31,安徽省,池州,4
2020-01-31,安徽省,宣城,4
2020-01-31,福建省,福州,39
2020-01-31,福建省,平潭,0
2020-01-31,福建省,厦门,17
2020-01-31,福建省,莆田,25
2020-01-31,福建省,三明,10
2020-01-31,福建省,泉州,24
2020-01-31,福建省,漳州,11
2020-01-31,福建省,南平,8
2020-01-31,福建省,龙岩,1
2020-01-31,福建省,宁德,9
2020-01-31,江西省,南昌,83
2020-01-31,江西省,景德镇,3
2020-01-31,江西省,萍乡,9
2020-01-31,江西省,九江,43
2020-01-31,江西省,新余,40
2020-01-31,江西省,鹰潭,4
2020-01-31,江西省,赣州,30
2020-01-31,江西省,吉安,11
2020-01-31,江西省,宜春,29
2020-01-31,江西省,抚州,18
2020-01-31,江西省,上饶,16
2020-01-31,山东省,济南,18
2020-01-31,山东省,青岛,21
2020-01-31,山东省,淄博,10
2020-01-31,山东省,枣庄,11
2020-01-31,山东省,烟台,20
2020-01-31,山东省,潍坊,9
2020-01-31,山东省,济宁,10
2020-01-31,山东省,泰安,5
2020-01-31,山东省,威海,24
2020-01-31,山东省,日照,10
2020-01-31,山东省,临沂,23
2020-01-31,山东省,德州,17
2020-01-31,山东省,聊城,7
2020-01-31,山东省,滨州,9
2020-01-31,山东省,菏泽,8
2020-01-31,河南省,长垣,2
2020-01-31,河南省,郑州,56
2020-01-31,河南省,开封,8
2020-01-31,河南省,洛阳,5
2020-01-31,河南省,平顶山,11
